loss,accuracy,val_loss,val_accuracy
0.5113444328308105,0.7688563466072083,0.505728542804718,0.7777493000030518
0.5114918351173401,0.7705947160720825,0.4965324103832245,0.7784812450408936
0.5067991018295288,0.7702836394309998,0.48727285861968994,0.7785178422927856
0.5044889450073242,0.770951509475708,0.49001169204711914,0.7758097052574158
0.5034819841384888,0.7704574465751648,0.48355919122695923,0.7765050530433655
0.5058668255805969,0.7706862092018127,0.49434521794319153,0.777456521987915
0.50362229347229,0.771125316619873,0.47890377044677734,0.7770905494689941
0.4965664744377136,0.7702378630638123,0.480499267578125,0.7786276340484619
0.49856239557266235,0.7696340084075928,0.49271538853645325,0.7772003412246704
0.4991006553173065,0.7710247039794922,0.48046648502349854,0.7780054807662964
0.49640145897865295,0.7705581188201904,0.48263606429100037,0.7772369384765625
0.5000912547111511,0.7721500396728516,0.4799666106700897,0.7775663137435913
0.4967746436595917,0.7724336981773376,0.48652955889701843,0.7775663137435913
0.49957898259162903,0.771125316619873,0.48763155937194824,0.7777858972549438
0.4947684705257416,0.7714638710021973,0.49501436948776245,0.7767612338066101
0.4974824786186218,0.7713449001312256,0.49173128604888916,0.7757365107536316
0.4992537498474121,0.7724062204360962,0.4917796552181244,0.7770905494689941
0.49441424012184143,0.7715644836425781,0.48261839151382446,0.7775663137435913
0.48980051279067993,0.7717932462692261,0.4840761125087738,0.777859091758728
0.48821312189102173,0.7731747627258301,0.4770635664463043,0.7776395082473755
0.4885415732860565,0.7727081179618835,0.48421359062194824,0.7781884670257568
0.4887086749076843,0.772891104221344,0.47416284680366516,0.7784446477890015
0.48312175273895264,0.7728362083435059,0.4798603355884552,0.777456521987915
0.4839988052845001,0.7727813124656677,0.4719846248626709,0.777053952217102
0.4784913659095764,0.7728819847106934,0.4758646786212921,0.7777858972549438
0.483117938041687,0.7727447152137756,0.4735700488090515,0.7764318585395813
0.48011231422424316,0.7727630138397217,0.47607845067977905,0.7780786752700806
0.47773420810699463,0.7727081179618835,0.4656313955783844,0.7767612338066101
0.4828067421913147,0.7721409201622009,0.4715617001056671,0.7761024832725525
0.4756975769996643,0.7731289863586426,0.47249212861061096,0.7793229818344116
0.47791868448257446,0.771930456161499,0.47106415033340454,0.7781518697738647
0.47921425104141235,0.7718115448951721,0.4723731577396393,0.7785910367965698
0.47562354803085327,0.7731838822364807,0.46444469690322876,0.7783714532852173
0.4809878170490265,0.7728270888328552,0.47317034006118774,0.7781518697738647
0.47688180208206177,0.7733943462371826,0.46716779470443726,0.77701735496521
0.47806331515312195,0.7731015682220459,0.4627658724784851,0.7779322862625122
0.47297579050064087,0.773138165473938,0.46325287222862244,0.7778224945068359
0.4730035960674286,0.7733851671218872,0.4607734680175781,0.7765050530433655
0.4719797372817993,0.7730466723442078,0.4647675156593323,0.7775663137435913
0.4709833860397339,0.7733394503593445,0.4715225100517273,0.7789570093154907
0.4765774607658386,0.7733760476112366,0.4736683964729309,0.7773467302322388
0.4705119729042053,0.7730100750923157,0.4677053987979889,0.7766148447990417
0.47249358892440796,0.7729734778404236,0.4706048369407654,0.7789570093154907
0.47237151861190796,0.7734583616256714,0.4678586423397064,0.7785910367965698
0.47363409399986267,0.7740164399147034,0.4661746323108673,0.7785544395446777
0.4733659029006958,0.7740896344184875,0.4673633575439453,0.7793595790863037
0.4717748165130615,0.7736688256263733,0.476624071598053,0.7780786752700806
0.471481055021286,0.7746019959449768,0.4619368314743042,0.77701735496521
0.4692647457122803,0.7740073204040527,0.4623579978942871,0.7771271467208862
0.46903690695762634,0.7746843695640564,0.4619132876396179,0.7772003412246704
0.4690118134021759,0.7745105028152466,0.4693625867366791,0.7766148447990417
0.4686785936355591,0.7753980159759521,0.4693540930747986,0.7773833274841309
0.4729573130607605,0.7739798426628113,0.4677294194698334,0.7802744507789612
0.4719841480255127,0.7746111750602722,0.4613293409347534,0.7780420780181885
0.47120460867881775,0.7740164399147034,0.46402108669281006,0.777419924736023
0.4711310565471649,0.7738060355186462,0.46477797627449036,0.7789570093154907
0.4705085754394531,0.7740622162818909,0.45972704887390137,0.7761390805244446
0.46779412031173706,0.7741720080375671,0.46679580211639404,0.7772369384765625
0.4707522690296173,0.7746294736862183,0.46567729115486145,0.7761390805244446
